"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT_1","NAME_BASISWERT_2","NAME_BASISWERT_3","NAME_BASISWERT_4","NAME_BASISWERT_5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","70,1","7383","10526","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","39,9","4177","10481","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","61,2","10756","17562","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","51,4","3724","7243","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","42,4","2590","6102","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","48,2","3170","6576","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","54,5","2759","5059","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","46,4","4923","10606","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","49,9","94136","188586","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","45,1","2974","6591","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","43","4664","10841","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","36,5","3795","10395","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","31,6","1496","4737","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2006","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","43,8","946","2159","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","50,5","2242","4443","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","46,4","3624","7815","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","54,4","2762","5077","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","61,9","4617","7461","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","47,7","5604","11742","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","60,8","3985","6550","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","44,4","2962","6675","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","45,1","76787","170255","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","38,5","3839","9977","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","50,2","2582","5147","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","29,7","1392","4681","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","46,2","3440","7441","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","4","04 Schwabing West"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","63,2","2585","4087","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","50","6144","12276","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","34,6","642","1855","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","68,2","5474","8027","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","46,1","3479","7539","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","54,5","2601","4770","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","55,5","4089","7361","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","60,4","6198","10264","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","38,1","2582","6773","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","43,7","1800","4115","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","43,3","4608","10654","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","52,1","3090","5934","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","47,2","2487","5267","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","51,9","6514","12560","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","76,7","8396","10949","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","-88888888","0","0","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","36,4","1593","4373","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","42,1","5120","12153","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","46,7","2863","6135","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","54,7","112981","206449","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","54,3","4825","8885","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","56,6","3680","6497","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","25","25 Laim"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","39,3","2594","6595","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","4","04 Schwabing West"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","59,3","7922","13362","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","50,3","4118","8184","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","58,1","4255","7326","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","64,8","3990","6159","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","49,5","6898","13931","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","38","2014","5303","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","47,4","2772","5843","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","46,4","2436","5253","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","25","25 Laim"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","68,9","12057","17497","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","41,3","4779","11579","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","54,4","3888","7145","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","41,4","1556","3757","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","44,5","2609","5866","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","-88888888","0","0","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","53,7","1744","3246","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","34,9","1994","5707","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","39,9","4064","10196","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","32,8","3313","10113","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2012","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","53,4","1670","3129","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","66,6","5268","7908","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","44,3","2297","5186","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","25","25 Laim"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","49,7","2113","4249","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","44,4","2933","6606","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","59,3","6002","10124","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","-88888888","0","0","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","40,5","1453","3589","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","41,4","4951","11968","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","46,1","2798","6068","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","53,9","109076","202501","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","45,8","3295","7197","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","4","04 Schwabing West"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","45,5","3378","7427","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","46,5","5363","11535","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","43,9","73162","166587","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","46,2","2669","5776","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","41,5","4285","10326","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","49","2491","5088","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","-88888888","0","0","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","54,3","2696","4968","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","63,4","2531","3990","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","75,6","8199","10839","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","63,8","3797","5952","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","43,9","1776","4048","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","50,4","2953","5860","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","34,6","1945","5618","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","46,8","2391","5107","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","53,5","4645","8687","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","48,9","6724","13741","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","60,3","3938","6535","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","33,7","618","1833","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","36,1","1537","4253","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","37,1","2393","6442","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","48,7","3907","8029","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","50,2","6086","12127","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","54,1","3763","6959","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","43,3","2443","5639","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","41,8","873","2088","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Migrationshintergrundquote - Kinder","gesamt","60,7","4484","7391","","","","Kinder mit Migrationshintergrund ","Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Migrationshintergrundquote - Kinder","Deutsche","45,1","3323","7365","","","","deutsche Kinder mit Migrationshintergrund ","deutsche Hauptwohnsitzbevölkerung im Alter von 0- 17 Jahren","","","","2011","Stadtbezirk","12","12 Schwabing -  Freimann"
